PKD;NAZWA_PKD;NUMER_NAZWA_PKD;WSKAZNIK;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
01.;UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;01. UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;NWC Kapitał obrotowy ;3 805,22;3 436,62;3 318,31;3 969,40;4 550,37;5 373,87;6 262,44;7 929,07;9 254,70;10 771,56;10 909,25;10 501,67;3 965,16;4 344,11;4 536,12;4 796,23;4 841,21;7 278,39;8 339,57;8 876,00
01.;UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;01. UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;C Środki pieniężne i pap. wart. ;1 828,70;2 256,83;2 027,13;1 978,48;2 061,13;2 357,94;1 666,82;1 849,32;1 957,73;1 988,07;2 022,60;2 274,64;1 609,08;1 524,64;1 732,39;1 827,61;1 998,45;2 143,47;2 856,71;3 522,23
01.;UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;01. UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;LTL Zobowiązania długoterminowe ;1 740,96;2 136,57;2 559,59;2 821,51;2 625,92;2 558,13;3 030,47;3 163,59;3 436,29;3 828,20;3 704,67;3 705,78;3 492,62;3 745,37;3 635,05;3 457,39;3 248,75;3 115,11;2 928,87;3 080,55
01.;UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;01. UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;STL Zobowiązania krótkoterminowe ;2 968,07;3 980,08;4 716,63;3 850,37;3 722,11;4 211,13;3 956,44;4 157,30;4 687,79;4 535,31;5 184,11;5 007,99;3 634,77;4 308,06;4 554,95;4 372,03;5 473,72;5 455,34;5 305,31;5 030,12
01.;UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;01. UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;LTC Długoterminowe kredyty bankowe ;1 038,54;1 377,95;1 604,88;1 655,77;1 753,88;1 753,58;2 539,75;2 536,10;2 688,89;3 126,97;3 103,09;3 119,80;2 794,03;3 189,48;2 985,21;2 925,49;2 687,36;2 582,96;2 319,69;2 490,34
01.;UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;01. UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;STC Krótkoterminowe kredyty bankowe ;733;734,46;819,17;786,52;850,57;743,05;1 061,49;1 016,77;1 245,12;1 316,67;1 364,00;1 129,85;941,16;1 245,68;1 398,49;1 400,68;1 533,90;1 549,09;1 452,51;1 189,10
01.;UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;01. UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;INV Zapasy ;2 052,11;2 236,76;2 726,60;2 888,70;2 929,29;2 831,93;3 469,88;3 818,30;3 978,63;4 083,64;3 999,41;3 939,73;3 709,83;4 238,16;4 384,57;4 159,91;5 030,44;6 862,25;6 227,05;5 931,71
01.;UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;01. UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;REC Należności krótkoterminowe ;3 189,79;3 312,26;3 722,04;3 439,52;3 866,16;4 526,05;5 775,42;7 018,68;8 703,18;9 811,94;10 015,87;9 201,75;2 833,74;3 280,83;3 319,10;3 048,42;3 577,54;4 007,33;4 262,73;4 328,90
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;EN Liczba jednostek gospodarczych ;407;421;405;383;424;417;425;368;390;399;364;363;337;321;308;275;267;253;249;247
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;PEN Liczba rentownych jednostek gospodarczych ;349;372;375;331;359;372;359;337;332;356;308;304;278;260;246;245;247;231;196;198
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;GS Przychody ogółem ;2 342,87;2 624,12;2 971,41;2 903,12;3 220,56;3 516,73;3 953,25;4 229,45;4 105,20;4 143,44;3 803,48;3 743,89;3 867,90;3 983,04;4 097,06;4 186,11;4 996,34;6 150,70;7 882,07;6 965,64
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;PNPM Przychody netto ;bd;2 196,49;2 392,19;2 266,51;2 620,78;2 887,85;3 128,72;3 401 530,00;3 484,75;3 386,78;3 229,18;3 154,91;3 304,88;3 442,36;3 598,17;3 494,24;4 400,13;5 184,04;7 131,37;6 237,31
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;2 081,96;2 263,84;2 539,82;2 419,10;2 672,69;2 913,21;3 269,35;3 512,17;3 517,12;3 482,30;3 274,65;3 219,21;3 392,05;3 459,63;3 630,23;3 537,61;4 496,00;5 504,60;7 178,16;6 235,60
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;Przych. fin. Przychody finansowe ;bd;bd;39,13;38,16;47,28;70,43;90,29;107,42;88,7;101,81;71,51;45,52;77,01;118,01;54,36;269,62;65,68;209,43;181,46;166,98
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;PPO Pozostałe przychody operacyjne ;bd;340,16;392,46;445,86;500,6;533,08;593,61;609,85;499,39;559,34;457,31;479,17;398,84;405,41;412,48;378,88;434,67;436,68;522,45;563,06
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;NP Wynik finansowy netto (zysk netto) ;126,37;226,74;362,79;232,91;239,84;404,45;456,55;647,08;432,82;510,48;369,61;267,43;152,35;266,92;241,91;396,98;616,8;1 062,24;622,57;627,09
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;OP Wynik na działalności operacyjnej ;156,3;264,41;398,06;275,7;283,92;412,26;466,9;611,87;441,11;488,49;376,26;347,37;315,61;303,37;323,01;406,29;652,43;1 071,15;604,62;566,68
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;POS Wynik na sprzedaży ;-29,93;-9,62;76,98;-116;-166,92;-57,71;-37,29;128,32;-6,98;-0,33;-14,53;-68,55;-23,41;-51,79;-23,65;86,77;307,25;730,39;190,69;157,03
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;CF Nadwyżka finansowa ;310,67;424,8;575;486,24;520,94;683,1;779,46;958,49;743,12;832,35;677,13;611,81;491,17;626,53;582,06;711,68;926,61;1 415,13;1 014,06;1 009,31
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;TC Koszty ogółem ;2 209,91;2 390,81;2 601,89;2 679,59;2 976,44;3 107,69;3 490,88;3 596,32;3 652,29;3 630,79;3 420,64;3 459,47;3 705,32;3 703,42;3 825,55;3 767,56;4 343,90;4 963,28;7 207,79;6 325,98
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;OFE Pozostałe koszty finansowe ;21,94;9,87;12,42;31,46;32,94;15,98;25,4;11,82;9,75;13,74;9,99;37,49;8,65;21,89;6,11;19,93;19,46;20,11;30,28;22,27
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;IP Odsetki do zapłacenia ;34,19;40,11;43,71;54,63;53,77;57,5;67,76;69,92;63,06;60,73;54,28;60,38;66,6;66,71;65,54;44,49;41,9;68,76;77,35;69,48
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;DEPR Amortyzacja ;128,16;148,08;156,09;167,24;194,38;205,18;229,76;229,68;237,48;247,4;243,25;246,51;263,56;271,02;268,51;250,29;248,46;264,02;283,87;290,47
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;IO Wartość nakładów inwestycyjnych ;224,89;257,74;342,5;421,11;304,86;293,08;544,94;474,44;464,99;500,09;490,07;379,87;295,07;273,12;242,07;226,32;302,05;339,1;376,85;407,42
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;NWC Kapitał obrotowy ;562,6;670,36;862,64;871,32;850,96;1 163,28;1 036,50;1 495,86;1 564,13;1 642,66;1 587,51;1 471,22;1 274,64;1 326,55;1 341,65;1 088,12;1 599,97;2 269,83;2 496,49;2 054,34
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;C Środki pieniężne i pap. wart. ;202,23;259,93;318,81;341,45;406,9;534,58;487,68;478,83;613,46;545,09;597,47;546,14;510,79;496,36;527,85;592,03;689,17;768,76;872,23;902,55
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;LTL Zobowiązania długoterminowe ;419,83;591,46;781,91;817,34;829,69;950,06;1 159,04;1 101,39;1 103,15;1 232,69;1 335,61;1 501,40;1 573,86;1 502,85;1 348,80;1 151,30;1 172,54;1 113,52;1 123,94;745,1
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;STL Zobowiązania krótkoterminowe ;691,99;742,65;754,9;825,59;898,86;955,38;1 162,93;958,11;939,95;1 073,78;1 019,95;1 049,28;1 136,38;1 132,41;1 155,39;1 300,77;1 220,70;1 368,98;1 505,35;1 458,81
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;LTC Długoterminowe kredyty bankowe ;279,73;418,7;552,03;523,06;611,32;732,72;898,64;885,3;888,77;939,67;1 057,93;1 227,14;1 110,12;1 266,67;1 026,01;1 001,86;987,15;976,29;957,42;636,32
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;STC Krótkoterminowe kredyty bankowe ;250,56;248,55;259,12;261,57;316,28;299,22;437,47;312,46;323,32;400,54;328;331,35;292,02;357,45;372,01;360,66;385,36;374,42;373,39;488,31
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;INV Zapasy ;636,68;665,76;785,61;877,46;872,72;897,03;1 070,90;1 100,02;1 115,03;1 193,32;1 181,85;1 190,15;1 222,75;1 163,23;1 155,32;1 106,42;1 411,79;1 903,63;1 939,40;1 716,74
01.1;Uprawy rolne inne niż wieloletnie;01.1 Uprawy rolne inne niż wieloletnie;REC Należności krótkoterminowe ;448,93;550,14;578,09;552,2;573,79;747,37;914,76;968,27;872,62;981,44;835,79;758,54;771,47;826,69;844,21;742,03;851,12;1 070,55;1 238,45;1 046,57
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;EN Liczba jednostek gospodarczych ;352;359;346;330;356;353;366;313;330;340;313;314;284;268;260;235;227;211;206;202
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;PEN Liczba rentownych jednostek gospodarczych ;307;327;328;302;311;327;323;300;291;311;268;267;240;224;207;215;216;203;164;165
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;GS Przychody ogółem ;1 640,23;1 837,99;2 178,31;2 219,42;2 327,70;2 641,14;3 123,27;3 357,76;3 182,82;3 168,82;2 964,81;2 856,37;2 879,25;2 895,67;2 878,04;3 088,71;3 802,34;4 791,74;6 183,10;5 259,72
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;PNPM Przychody netto ;bd;1 510,84;1 730,42;1 690,70;1 819,02;2 096,63;2 363,76;2 619 370,00;2 610,37;2 497,17;2 436,45;2 332,20;2 385,13;2 397,22;2 435,48;2 463,98;3 293,73;3 932,58;5 507,87;4 577,40
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;1 432,62;1 539,69;1 817,96;1 825,13;1 843,70;2 103,35;2 503,48;2 724,70;2 645,65;2 576,00;2 476,34;2 373,62;2 462,92;2 418,53;2 473,51;2 492,55;3 366,43;4 225,48;5 537,23;4 597,98
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;Przych. fin. Przychody finansowe ;bd;bd;32,72;30,91;28,4;65,06;86,13;94,19;85,14;96,08;69,14;38,05;67,26;112,8;51,69;267,73;56,59;203,96;164,23;155,56
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;PPO Pozostałe przychody operacyjne ;bd;283,43;327,63;363,38;455,6;472,73;533,66;538,88;452,02;496,74;419,33;444,7;349,07;364,34;352,84;328,43;379,32;362,3;481,65;506,18
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;NP Wynik finansowy netto (zysk netto) ;118,53;209,82;331,61;226,38;232,53;414,67;456,33;634,71;386,04;470,6;308,54;224,19;114,45;218,77;169,1;330,71;555;998,69;482,53;433,24
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;OP Wynik na działalności operacyjnej ;133,41;230,98;352,22;263,63;253,63;406,64;447,67;588,08;373,7;428,49;292,83;281,06;262,1;230,03;206,92;302,04;566,02;921,09;441,97;345,79
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;POS Wynik na sprzedaży ;-31,66;-19,38;72,47;-62,53;-165,31;-26,58;-9,51;127,26;-36,77;-10,71;-74,52;-111,24;-37,93;-97,08;-96,09;23,63;256,75;646,32;58,49;-23,09
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;CF Nadwyżka finansowa ;241,94;353,39;490,62;422,61;434,02;629,84;708,84;877,61;629,12;724,97;552,07;486,74;364,14;480,29;400,62;547,2;781,78;1 250,82;775,83;720,04
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;TC Koszty ogółem ;1 519,81;1 627,30;1 844,15;1 993,39;2 096,52;2 224,83;2 662,94;2 741,68;2 781,81;2 702,02;2 652,52;2 623,50;2 762,71;2 673,80;2 700,62;2 750,67;3 227,51;3 735,88;5 664,60;4 831,01
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;OFE Pozostałe koszty finansowe ;5,57;5,45;6,61;22,66;12,06;13,74;20,28;9,63;7,5;10,77;7,04;31,21;6;16,6;4,15;8,54;14,38;17,9;28,76;20,44
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;IP Odsetki do zapłacenia ;22,67;28,51;32,73;41,61;38,43;41,58;51,68;52,35;46,98;45,63;41,97;44,57;52,22;51,2;42,84;30,37;29,1;47,03;55,06;49,98
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;DEPR Amortyzacja ;95,17;109,61;119,67;131,96;151;159,85;180,55;180,92;188,61;197,98;194,51;186,77;191,48;193,72;184,54;177,58;183,3;187,21;209,48;216,38
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;IO Wartość nakładów inwestycyjnych ;169,5;202,18;268,83;309,7;246,04;241,25;421,08;389,19;354,14;403,25;360,79;264,15;205,27;191,58;186,36;166,08;222,51;274,22;285,5;317,46
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;NWC Kapitał obrotowy ;511,96;567,1;740,79;813;819,57;1 005,90;1 144,66;1 436,42;1 434,90;1 554,40;1 478,06;1 429,24;1 375,75;1 432,29;1 407,80;1 177,23;1 696,58;2 248,86;2 415,46;2 019,83
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;C Środki pieniężne i pap. wart. ;156,13;200,52;252,98;278,17;374,12;417,98;445,05;444,77;566,39;489,53;523,32;489,86;445,27;427,48;430,63;514,4;600,59;632,95;770,14;806,71
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;LTL Zobowiązania długoterminowe ;340,94;470,8;644,1;655,33;662,97;740,3;835,57;857,58;826,09;952,95;990,77;1 095,94;1 158,58;1 010,47;835,07;684,82;644,44;564,9;589,19;494,62
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;STL Zobowiązania krótkoterminowe ;479,15;522,67;536,02;585,71;628,63;704,3;822,06;673,96;654,2;740,13;771,61;777,41;816,08;772,46;781,77;1 003,82;860,33;982,04;1 095,38;1 091,64
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;LTC Długoterminowe kredyty bankowe ;211,45;312,99;429,21;433,09;466,14;556,93;693,48;666,43;636,84;688,99;733,29;858,79;745,4;855,11;723,1;585,58;556,21;506,42;535,11;445,29
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;STC Krótkoterminowe kredyty bankowe ;169,12;173,46;186,24;174,47;218,3;222,86;305,32;209,17;210,62;256,81;234,57;235,31;187,66;254,62;252,91;276,98;291,7;304,53;286,56;411,48
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;INV Zapasy ;506,64;522,9;619,8;724,07;706,52;732,51;887,19;931,3;927,15;989,27;1 034,17;1 051,29;1 062,60;1 007,38;1 003,09;975,9;1 240,54;1 692,24;1 743,21;1 523,83
01.11;Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;01.11 Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu;REC Należności krótkoterminowe ;358,76;420,9;460,71;453,48;432,05;592,87;764,97;806,99;686,63;789,84;674,62;603,45;593,3;616,33;614,58;585,18;646,43;799,31;880,71;783,09
01.12;Uprawa ryżu;01.12 Uprawa ryżu;EN Liczba jednostek gospodarczych ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;PEN Liczba rentownych jednostek gospodarczych ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;GS Przychody ogółem ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;PNPM Przychody netto ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;Przych. fin. Przychody finansowe ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;PPO Pozostałe przychody operacyjne ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;NP Wynik finansowy netto (zysk netto) ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;OP Wynik na działalności operacyjnej ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;POS Wynik na sprzedaży ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;CF Nadwyżka finansowa ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;TC Koszty ogółem ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;OFE Pozostałe koszty finansowe ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;IP Odsetki do zapłacenia ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;DEPR Amortyzacja ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;IO Wartość nakładów inwestycyjnych ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;NWC Kapitał obrotowy ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;C Środki pieniężne i pap. wart. ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;LTL Zobowiązania długoterminowe ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;STL Zobowiązania krótkoterminowe ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;LTC Długoterminowe kredyty bankowe ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;STC Krótkoterminowe kredyty bankowe ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;INV Zapasy ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.12;Uprawa ryżu;01.12 Uprawa ryżu;REC Należności krótkoterminowe ;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd;bd
01.13;Uprawa warzyw, włączając melony oraz uprawa roślin korzeniowych i roślin bulwiastych;01.13 Uprawa warzyw, włączając melony oraz uprawa roślin korzeniowych i roślin bulwiastych;EN Liczba jednostek gospodarczych ;49;57;55;49;57;53;49;46;48;44;40;40;45;45;40;35;35;33;35;35
01.13;Uprawa warzyw, włączając melony oraz uprawa roślin korzeniowych i roślin bulwiastych;01.13 Uprawa warzyw, włączając melony oraz uprawa roślin korzeniowych i roślin bulwiastych;PEN Liczba rentownych jednostek gospodarczych ;38;42;45;27;41;37;30;31;33;32;31;28;31;29;32;bd;bd;23;25;25
